CASE# 1:
CASE# 2:
5792 not found
3363 not found
5133 not found
6660 not found
1357 not found
9656 not found
2476 not found
8716 not found
7792 not found
9774 not found
1171 not found
8171 not found
3028 not found
6939 not found
1771 not found
1183 not found
1768 not found
7773 found at 344
308 not found
7720 not found
8213 not found
3461 not found
692 not found
9926 not found
3581 not found
468 not found
5209 not found
6991 not found
8060 not found
2980 not found
9879 not found
9341 not found
6160 not found
4761 not found
1208 not found
1016 not found
854 not found
6560 not found
8616 not found
944 not found
3680 not found
9820 not found
4622 not found
3784 not found
474 not found
1866 not found
4295 not found
9194 not found
167 not found
6658 not found
2457 not found
2316 not found
1806 not found
3808 not found
9196 not found
596 found at 29
411 not found
2599 not found
3073 not found
6564 not found
8578 not found
8848 not found
2980 not found
7124 not found
6831 not found
806 not found
5579 not found
2651 not found
7807 not found
7590 not found
6568 not found
5837 not found
8644 not found
2132 not found
8581 not found
7565 not found
1373 not found
3316 not found
451 not found
8706 not found
2925 not found
1850 not found
5453 not found
4539 not found
7286 not found
4432 not found
1354 not found
29 not found
3056 not found
2479 not found
7582 not found
1109 not found
7277 not found
5401 not found
2204 not found
7930 not found
443 not found
4954 not found
8485 not found
8309 not found
163 not found
7239 not found
9921 not found
6057 not found
4316 not found
8922 not found
6477 not found
3952 not found
702 not found
7378 not found
1762 not found
2534 not found
61 not found
3192 not found
7398 found at 324
5268 not found
9747 not found
7625 not found
9130 not found
6551 not found
9780 not found
7389 not found
9943 found at 447
5576 not found
7301 not found
5138 not found
4234 not found
5327 not found
9482 found at 425
6768 not found
118 not found
3426 not found
9048 not found
7963 not found
6435 not found
7378 not found
6616 not found
5495 not found
2613 not found
7518 not found
1690 not found
1677 not found
3283 not found
9355 not found
5009 not found
8898 found at 404
1596 not found
3236 not found
4328 not found
2400 not found
2972 not found
1718 not found
9315 not found
1317 not found
7642 not found
5566 not found
596 found at 29
6390 not found
3336 not found
3117 not found
6946 not found
7088 not found
7133 not found
65 not found
9544 not found
5601 not found
7015 not found
8141 found at 363
1870 not found
3972 not found
1038 not found
5723 not found
305 not found
1844 not found
1988 not found
8482 not found
2774 not found
8858 not found
3697 not found
6165 not found
485 not found
4494 not found
7552 not found
5340 not found
1290 not found
3984 not found
9138 not found
3183 not found
7832 not found
1631 not found
9346 not found
9933 not found
8039 not found
8991 not found
7465 not found
3767 not found
1502 not found
3767 not found
2680 not found
2701 not found
4186 not found
1868 not found
938 not found
4861 not found
6735 not found
8395 not found
1657 not found
8351 not found
4599 not found
9284 not found
9159 not found
8890 not found
5610 not found
3299 not found
509 not found
440 not found
3955 not found
CASE# 106:
6699 not found
9113 not found
4036 not found
8196 not found
5613 not found
6679 not found
7520 not found
9941 not found
6711 not found
9213 not found
1848 not found
667 not found
9933 not found
3111 not found
3020 not found
5327 not found
51 not found
5721 not found
277 not found
4880 not found
6524 not found
2108 not found
996 not found
7829 not found
5186 not found
6479 not found
302 not found
1027 not found
8129 not found
4720 not found
1648 not found
4492 not found
4250 not found
8689 not found
7295 not found
2585 not found
5548 not found
6376 not found
1196 not found
4780 not found
3153 not found
6300 not found
8289 not found
1212 not found
32 not found
9758 not found
2150 not found
1458 not found
4391 not found
7448 not found
9444 not found
1044 not found
4921 not found
2262 not found
9448 not found
8536 not found
3061 not found
2157 not found
700 not found
3724 not found
2707 not found
5691 not found
5954 not found
7328 not found
5980 not found
8216 not found
2970 not found
5286 not found
2069 not found
8878 not found
3041 not found
9928 not found
1556 not found
5975 not found
3204 not found
4191 not found
907 not found
4859 not found
4369 not found
5780 not found
6596 not found
6328 not found
8312 not found
8189 not found
7399 not found
17 not found
1581 not found
8822 not found
4730 not found
1285 not found
5428 not found
2997 not found
7748 not found
4146 not found
810 not found
1697 not found
3377 not found
4545 not found
1009 not found
627 not found
7861 not found
6903 not found
8918 not found
1963 not found
8360 not found
9914 not found
5353 not found
4279 not found
7096 not found
4067 not found
8555 not found
5856 not found
8327 not found
1267 not found
9807 not found
8681 not found
6150 not found
7233 not found
1751 not found
910 not found
3888 not found
3595 not found
8905 not found
1112 not found
2180 not found
2016 not found
2117 not found
5273 not found
3655 not found
8089 not found
3065 not found
5137 not found
2636 not found
5513 not found
9345 not found
4471 not found
8191 not found
3853 not found
8836 not found
9990 not found
1789 not found
8086 not found
754 not found
8074 not found
8071 not found
7905 not found
1757 not found
6824 not found
2953 not found
3727 not found
6325 not found
5572 not found
1000 not found
2358 not found
1987 not found
6843 not found
4651 not found
3854 not found
7622 not found
3450 not found
6149 not found
6870 not found
1356 not found
1335 not found
2630 not found
2684 not found
6031 not found
149 not found
4170 not found
8717 not found
4000 not found
6204 not found
2888 not found
2103 not found
2964 not found
7380 not found
9554 not found
5979 not found
8948 not found
8437 not found
1754 not found
7939 not found
6428 not found
1257 not found
177 not found
4579 not found
4330 not found
5666 not found
8250 not found
7763 not found
5719 not found
1465 not found
6513 not found
5600 not found
596 not found
6897 not found
674 not found
9461 not found
4341 not found
425 not found
2527 not found
6256 not found
2796 not found
7234 not found
944 not found
7936 not found
5755 not found
5128 not found
1218 not found
2498 not found
2421 not found
927 not found
6608 not found
1905 not found
1634 not found
3381 not found
1044 not found
8948 not found
4395 not found
2013 not found
1809 not found
8095 not found
915 not found
9422 not found
2616 not found
5176 not found
3985 not found
9969 not found
6759 not found
4090 not found
5434 not found
922 not found
5569 not found
2742 not found
4273 not found
7995 not found
6475 not found
3752 not found
6187 not found
4511 not found
7098 not found
9038 not found
9161 not found
1614 not found
3623 not found
979 not found
4859 not found
6971 not found
3489 not found
3972 not found
324 not found
4816 not found
3850 not found
6538 not found
850 not found
8352 not found
1828 not found
3663 not found
1996 not found
1407 not found
4289 not found
5164 not found
8392 not found
7247 not found
3856 not found
1037 not found
3607 not found
9193 not found
2547 not found
9800 not found
7406 not found
7366 not found
3054 not found
7922 not found
7196 not found
5580 not found
7328 not found
9498 not found
8968 not found
6496 not found
5647 not found
8849 not found
3108 not found
2743 not found
678 not found
3944 not found
8672 not found
412 not found
3246 not found
3648 not found
5129 not found
8217 not found
3559 not found
979 not found
6324 not found
4328 not found
968 not found
8554 not found
7192 not found
2492 not found
5362 not found
1467 not found
7305 not found
4776 not found
2815 not found
6014 not found
8684 not found
3885 not found
2410 not found
6703 not found
5205 not found
5074 not found
7332 not found
4982 not found
6163 not found
3371 not found
9049 not found
3136 not found
4509 not found
1197 not found
8858 not found
8356 not found
7700 not found
1877 not found
7726 not found
4816 not found
3063 not found
8390 not found
3583 not found
8573 not found
8209 not found
9333 not found
8184 not found
3104 not found
2116 not found
432 not found
1199 not found
5970 not found
9550 not found
1426 not found
6229 not found
3661 not found
5249 not found
2272 not found
8791 not found
8171 not found
8812 not found
2344 not found
7075 not found
7642 not found
9296 not found
2367 not found
672 not found
451 not found
9645 not found
1732 not found
6049 not found
3439 not found
6505 not found
7802 not found
5890 not found
2159 not found
4134 not found
6217 not found
6095 not found
6324 not found
6123 not found
9895 not found
7390 not found
5125 not found
8986 not found
4283 not found
7317 not found
9981 not found
1984 not found
3632 not found
6419 not found
6118 not found
8546 not found
1550 not found
9690 not found
218 not found
1312 not found
5584 not found
8663 not found
8426 not found
2117 not found
6437 not found
1569 not found
6410 not found
974 not found
309 not found
5740 not found
2899 not found
8149 not found
1647 not found
7514 not found
3282 not found
354 not found
984 not found
1311 not found
8106 not found
6540 not found
8004 not found
6420 not found
8984 not found
7237 not found
4834 not found
2656 not found
6509 not found
8176 not found
1056 not found
3660 not found
7187 not found
4859 not found
3231 not found
5833 not found
5571 not found
7241 not found
1393 not found
8297 not found
6182 not found
1306 not found
9785 not found
9661 not found
4304 not found
6830 not found
810 not found
3861 not found
3074 not found
6451 not found
585 not found
8329 not found
2679 not found
9410 not found
3408 not found
5174 not found
7931 not found
7103 not found
2447 not found
8317 not found
5084 not found
6009 not found
653 not found
7892 not found
3474 not found
7050 not found
6175 not found
8150 not found
4150 not found
593 not found
6867 not found
9438 not found
2183 not found
7812 not found
7380 not found
